DNA_code	Lon_X	Lat_Y	Propositus_Assigned_Bishopric	Longitude_F	Latitude_F	Longitude_M	Latitude_M	Longitude_GF_F	Latitude_GF_F	Longitude_GM_F	Latitude_GM_F	Longitude_GF_M	Latitude_GF_M	Longitude_GM_M	Latitude_GM_M
OL90	2.316385	42.182113	Vic	2.513046	42.213495	2.104818	42.315788	2.513046	42.213495	2.513046	42.213495	2.119724	42.15073	2.119724	42.15073
OL92	2.488166	42.181838	Girona	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838
OL93	2.52926	42.098553	Girona	2.571671	42.144307	2.536928	42.05562	2.571671	42.144307	ND	ND	2.508055	42.075676	2.508055	42.075676
OL94	2.452487	42.211421	Girona	2.452487	42.211421	2.452487	42.211421	2.452487	42.211421	2.452487	42.211421	2.452487	42.211421	2.452487	42.211421
OL98	2.488166	42.181838	Girona	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838	2.488166	42.181838
OL99	2.555414	42.165617	Girona	2.571671	42.144307	2.571671	42.144307	2.571671	42.144307	2.571671	42.144307	2.451027	42.338403	2.627287	42.03545
P1	1.178685	42.231145	Urgell	1.163474	42.170113	0.971562	42.249876	1.163474	42.170113	1.163474	42.170113	1.193895	42.292176	1.193895	42.292176
P100	0.940779	42.242374	Urgell	0.920683	42.264131	0.971562	42.249876	0.920683	42.264131	1.071651	42.072151	0.782451	42.178759	0.988332	42.454453
P102	1.058357	42.103673	Urgell	1.112038	42.12875	0.971562	42.249876	1.070353	42.086665	1.046361	42.12068	1.070353	42.086665	1.046361	42.12068
P103	0.834224	42.126873	Urgell	0.782451	42.178759	0.971562	42.249876	0.782451	42.178759	0.721277	42.178902	0.916585	42.074916	0.916585	42.074916
P104	0.847825	42.158929	Urgell	0.895665	42.167277	0.971562	42.249876	0.84908	42.175562	1.012526	42.119144	0.807158	42.083728	0.722537	42.257282
P105	0.832519	42.220971	Urgell	0.895665	42.167277	0.895665	42.167277	0.895665	42.167277	0.989338	42.202045	0.722537	42.257282	0.722537	42.257282
P107	1.011782	42.320898	Urgell	2.19258	41.399268	1.211962	42.499841	0.990403	42.225563	1.075827	42.381121	0.960316	42.344236	1.02058	42.332674
P108	1.110556	42.072321	Urgell	1.031367	42.081227	0.971562	42.249876	1.031367	42.081227	1.031367	42.081227	1.099025	42.102688	1.280466	42.024143
P109	0.753294	42.135462	Lleida	0.895665	42.167277	0.971562	42.249876	0.5667	42.1167	0.881576	42.06763	0.782451	42.178759	0.782451	42.178759
P110	1.252314	42.199686	Urgell	1.325	42.2	1.455904	42.359941	1.252314	42.199686	1.252314	42.199686	1.252314	42.199686	1.252314	42.199686
P111	1.061782	42.260624	Urgell	0.956724	42.086465	1.211962	42.499841	0.956724	42.086465	0.956724	42.086465	1.121718	42.369724	1.211962	42.499841
P112	1.002055	42.263881	Urgell	0.895665	42.167277	1.211962	42.499841	0.895665	42.167277	0.941964	42.18134	1.085296	42.353454	1.085296	42.353454
P113	1.129693	42.218979	Urgell	1.163474	42.170113	0.971562	42.249876	1.157526	42.14552	1.081082	42.360136	1.091772	42.161421	1.188393	42.208838
P115	0.919942	42.268625	Urgell	0.710021	42.126084	1.211962	42.499841	0.710021	42.126084	0.710021	42.126084	1.129864	42.411166	1.129864	42.411166
P118	1.043595	42.131774	Urgell	1.040829	42.142868	0.971562	42.249876	1.040829	42.142868	1.040829	42.142868	1.046361	42.12068	1.046361	42.12068
P12	0.872632	42.121428	Urgell	0.862985	42.102704	0.971562	42.249876	0.859245	42.094305	0.862985	42.102704	0.895665	42.167277	-4.700323	40.65642
P13	1.030976	42.288495	Urgell	0.987732	42.252721	1.211962	42.499841	0.987732	42.252721	0.987732	42.252721	1.06471	42.323572	1.08373	42.324968
P15	0.743758	42.3858	Lleida	0.736084	42.342718	0.751499	42.405283	0.736084	42.342718	0.736084	42.342718	0.787084	42.409323	0.715782	42.448443
P16	0.835683	42.079083	Urgell	0.835683	42.079083	0.971562	42.249876	0.835683	42.079083	0.835683	42.079083	1.830136	41.56639	0.835683	42.079083
P17	0.946547	42.177535	Urgell	0.921532	42.105194	0.971562	42.249876	0.921532	42.105194	0.921532	42.105194	0.971562	42.249876	0.971562	42.249876
P18	1.043852	42.163268	Urgell	1.075177	42.207391	0.971562	42.249876	1.075177	42.207391	1.075177	42.207391	1.012526	42.119144	1.012526	42.119144
P19	0.89753	42.157417	Urgell	0.895476	42.147046	0.971562	42.249876	0.895476	42.147046	0.982343	42.163016	0.895665	42.167277	0.816635	42.152329
P2	0.838297	42.254507	Lleida	0.710021	42.126084	0.971562	42.249876	0.710021	42.126084	0.710021	42.126084	0.966573	42.382929	0.966573	42.382929
P21	0.965306	42.403167	Urgell	1.091772	42.161421	0.971562	42.249876	0.965306	42.403167	0.122462	42.036627	0.965306	42.403167	0.965306	42.403167
P22	0.844367	42.075679	Urgell	0.881576	42.06763	0.971562	42.249876	0.881576	42.06763	0.881576	42.06763	0.807158	42.083728	0.807158	42.083728
P23	0.919976	42.2571	Urgell	1.870898	42.052598	0.971562	42.249876	0.923967	42.311922	0.964605	42.381925	0.895665	42.167277	0.895665	42.167277
P24	1.094446	42.113373	Urgell	1.031367	42.081227	0.971562	42.249876	1.031367	42.081227	1.031367	42.081227	1.157526	42.14552	1.157526	42.14552
P25	1.172043	42.180554	Urgell	1.091772	42.161421	1.455904	42.359941	1.091772	42.161421	1.091772	42.161421	1.252314	42.199686	1.252314	42.199686
P26	0.955159	42.081924	Urgell	0.956724	42.086465	0.971562	42.249876	0.956724	42.086465	0.881576	42.06763	0.991168	42.086801	0.991168	42.086801
P27	1.048789	42.396688	Urgell	0.790731	42.253864	1.211962	42.499841	0.81319	42.287349	0.790731	42.253864	1.272929	42.496405	1.318306	42.549133
P28	0.865088	42.1439	Urgell	0.895476	42.147046	0.971562	42.249876	0.895476	42.147046	0.919441	42.147092	0.862985	42.102704	0.782451	42.178759
P29	0.796449	42.200751	Lleida	0.895665	42.167277	0.971562	42.249876	0.726567	42.097919	0.895665	42.167277	0.868575	42.386711	0.694989	42.151098
P3	0.957178	42.178992	Urgell	0.932449	42.21158	0.971562	42.249876	0.932449	42.21158	1.031367	42.081227	0.932449	42.21158	0.932449	42.21158
P30	0.897559	42.391308	Urgell	0.918432	42.398693	ND	ND	0.918432	42.398693	0.918432	42.398693	0.876686	42.383923	0.876686	42.383923
P32	0.800012	42.082834	Urgell	0.807158	42.083728	0.971562	42.249876	0.807158	42.083728	0.807158	42.083728	0.807158	42.083728	0.778574	42.080153
P34	0.90614	42.172107	Urgell	0.736084	42.342718	0.971562	42.249876	0.736084	42.342718	-1.109272	40.34413	0.991168	42.086801	0.991168	42.086801
P35	1.094319	42.140907	Urgell	1.040829	42.142868	0.971562	42.249876	1.091772	42.161421	1.091772	42.161421	1.112038	42.12875	1.081694	42.112038
P36	0.933339	42.155628	Urgell	0.895665	42.167277	0.971562	42.249876	0.895665	42.167277	0.895665	42.167277	0.895665	42.167277	1.046361	42.12068
P37	1.005195	42.325193	Urgell	0.816635	42.152329	0.971562	42.249876	0.816635	42.152329	0.787084	42.409323	0.817067	42.17276	1.599995	42.566361
P38	0.975946	42.085419	Urgell	0.895665	42.167277	0.971562	42.249876	0.895665	42.167277	0.895665	42.167277	1.19587	41.932207	0.916585	42.074916
P40	1.06082	42.331233	Urgell	1.2496	42.23819	0.971562	42.249876	1.2496	42.23819	1.2496	42.23819	0.992581	42.443271	0.751499	42.405283
P41	0.853056	42.212817	Urgell	0.895665	42.167277	0.971562	42.249876	0.895665	42.167277	0.885027	42.32967	0.782451	42.178759	0.84908	42.175562
P42	1.024614	42.357681	Urgell	0.841149	42.086147	1.211962	42.499841	0.694989	42.151098	0.841149	42.086147	1.326239	42.588151	1.236077	42.605326
P43	1.075281	42.111185	Urgell	1.046361	42.12068	0.971562	42.249876	1.096363	42.074628	1.046361	42.12068	1.112038	42.12875	1.046361	42.12068
P44	0.956642	42.240991	Urgell	0.895665	42.167277	0.971562	42.249876	0.895665	42.167277	0.895665	42.167277	1.134909	42.44428	0.900328	42.185131
P45	1.00337	42.141094	Urgell	0.994646	42.12991	0.971562	42.249876	0.994646	42.12991	0.994646	42.12991	1.012095	42.152278	1.012095	42.152278
P46	0.984935	42.168222	Urgell	0.895665	42.167277	0.971562	42.249876	-7.454874	43.553409	0.895665	42.167277	0.895665	42.167277	1.163474	42.170113
P48	0.965583	42.386202	Urgell	0.895665	42.167277	0.971562	42.249876	1.244619	42.51525	0.848103	42.223616	0.787084	42.409323	0.982525	42.396621
P49	0.880165	42.132095	Urgell	0.721053	42.218913	0.971562	42.249876	0.756103	42.208911	0.721053	42.218913	0.643686	42.129499	1.399816	41.971055
P50	0.854255	42.270795	Lleida	0.872459	42.220021	0.971562	42.249876	0.901277	42.275304	0.872459	42.220021	0.852553	42.333992	0.790731	42.253864
P56	1.206486	42.563848	Urgell	1.2667	42.4833	1.211962	42.499841	1.244113	42.505486	1.2667	42.4833	1.22217	42.565414	1.09296	42.70119
P57	0.98569	42.067292	Urgell	1.012526	42.119144	0.971562	42.249876	1.092116	41.969913	1.012526	42.119144	0.921532	42.105194	0.916585	42.074916
P58	0.754539	42.344121	Lleida	0.895665	42.167277	ND	ND	0.895665	42.167277	0.802751	42.273641	0.65987	42.467784	0.65987	42.467784
P59	0.961286	42.195586	Urgell	0.867581	42.154498	0.971562	42.249876	0.867581	42.154498	1.06471	42.323572	0.900328	42.185131	1.012526	42.119144
P60	1.179738	42.440862	Urgell	0.988332	42.454453	0.971562	42.249876	0.988332	42.454453	1.312571	42.355978	1.019187	42.382228	1.39886	42.570788
P61	0.899169	42.400139	Urgell	0.868575	42.386711	0.971562	42.249876	0.747188	42.316119	0.868575	42.386711	0.988332	42.454453	0.992581	42.443271
P63	0.901594	42.095306	Urgell	0.956724	42.086465	0.971562	42.249876	0.807158	42.083728	0.956724	42.086465	0.921247	42.105515	0.921247	42.105515
P64	0.97132	42.235834	Urgell	0.895665	42.167277	0.971562	42.249876	0.895665	42.167277	0.964085	42.197618	0.895665	42.167277	1.129864	42.411166
P65	1.311958	42.41944	Urgell	1.384957	42.272905	ND	ND	1.244619	42.51525	1.384957	42.272905	1.384957	42.272905	1.2333	42.6167
P66	0.96705	42.430436	Urgell	0.988332	42.454453	0.971562	42.249876	0.988332	42.454453	0.949913	42.394518	0.986733	42.47424	0.943221	42.398533
P67	1.065428	42.194015	Urgell	1.012526	42.119144	0.971562	42.249876	1.012526	42.119144	1.012526	42.119144	1.042765	42.245594	1.193895	42.292176
P7	1.193579	42.429587	Urgell	1.221658	42.375987	1.211962	42.499841	1.221658	42.375987	1.231814	42.583647	1.160422	42.379357	1.160422	42.379357
P72	1.097549	42.079519	Urgell	0.895665	42.167277	0.971562	42.249876	1.681446	41.913743	0.921532	42.105194	0.895665	42.167277	0.891551	42.131863
P78	1.066656	42.116663	Urgell	0.980863	42.087793	0.971562	42.249876	0.980863	42.087793	0.956724	42.086465	1.31651	42.17325	1.012526	42.119144
P79	0.872197	42.205576	Urgell	0.895665	42.167277	0.971562	42.249876	0.895665	42.167277	0.896915	42.207796	0.848103	42.223616	0.848103	42.223616
P8	0.738674	42.386494	Lleida	0.6833	42.1667	ND	ND	0.690387	42.445324	0.690387	42.445324	0.851125	42.397269	0.722794	42.258058
P80	0.958131	42.039864	Urgell	0.916585	42.074916	0.971562	42.249876	0.916585	42.074916	0.916585	42.074916	1.082768	41.934709	0.916585	42.074916
P82	0.861865	42.15715	Urgell	0.816635	42.152329	0.971562	42.249876	0.816635	42.152329	0.867581	42.154498	0.895665	42.167277	0.867581	42.154498
P83	0.91037	42.380211	Urgell	0.764938	42.102176	1.211962	42.499841	0.764938	42.102176	0.880956	42.359421	-7.842386	42.814613	1.085217	42.679035
P84	0.86679	42.109764	Urgell	0.876901	42.091602	0.971562	42.249876	0.807158	42.083728	0.876901	42.091602	0.891551	42.131863	0.891551	42.131863
P85	0.842029	42.087665	Urgell	0.876901	42.091602	0.971562	42.249876	0.876901	42.091602	0.876901	42.091602	0.807158	42.083728	0.807158	42.083728
P86	1.025252	42.164459	Urgell	0.994646	42.12991	0.971562	42.249876	0.994646	42.12991	0.989338	42.202045	1.091772	42.161421	2.176349	41.384247
P87	0.924222	42.121145	Urgell	1.031367	42.081227	0.971562	42.249876	0.867581	42.154498	0.867581	42.154498	0.980863	42.087793	0.980863	42.087793
P92	0.911875	42.177794	Urgell	0.900328	42.185131	0.971562	42.249876	0.90006	42.185384	0.919325	42.146937	0.895665	42.167277	0.932449	42.21158
P95	1.018928	42.137788	Urgell	0.994646	42.12991	0.971562	42.249876	0.994646	42.12991	0.994646	42.12991	1.091772	42.161421	0.994646	42.12991
P97	0.846594	42.230706	Urgell	0.895665	42.167277	0.971562	42.249876	0.768572	42.314406	0.826474	42.273864	0.895665	42.167277	0.895665	42.167277
P99	0.920808	42.142261	Urgell	0.895665	42.167277	0.971562	42.249876	0.919441	42.147092	0.924908	42.127769	0.919441	42.147092	0.919441	42.147092
R102	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R103	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R104	2.010362	42.153805	Solsona	2.195042	42.201759	2.195042	42.201759	1.825682	42.10585	1.825682	42.10585	2.195042	42.201759	2.195042	42.201759
R105	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R106	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R107	2.575312	42.222285	Girona	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285
R109	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R12	2.448555	42.215443	Girona	2.195042	42.201759	2.575312	42.222285	2.195042	42.201759	-3.732465	37.41696	2.575312	42.222285	2.575312	42.222285
R19	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R20	2.010362	42.153805	Solsona	2.195042	42.201759	1.825682	42.10585	2.195042	42.201759	2.195042	42.201759	1.825682	42.10585	1.825682	42.10585
R22	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R24	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R30	2.010362	42.153805	Solsona	2.195042	42.201759	1.825682	42.10585	2.195042	42.201759	2.195042	42.201759	1.825682	42.10585	1.825682	42.10585
R33	2.575312	42.222285	Girona	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285
R36	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R37	2.385177	42.212022	Girona	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285
R38	2.575312	42.222285	Girona	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285
R39	2.385177	42.212022	Girona	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285
R40	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R45	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R51	2.212684	42.135942	Vic	2.195042	42.201759	2.195042	42.201759	2.26561	41.93849	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R53	2.290109	42.206891	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.195042	42.201759	2.195042	42.201759
R55	2.480244	42.217153	Girona	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285
R58	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R60	2.385177	42.212022	Girona	2.575312	42.222285	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285	2.195042	42.201759	2.195042	42.201759
R62	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R63	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R64	2.312885	42.245842	Vic	2.28625	42.234825	2.28625	42.234825	2.277779	42.265627	2.28625	42.234825	2.28625	42.234825	2.401259	42.248091
R65	2.389446	42.33994	Girona	2.404507	42.34643	2.404507	42.34643	2.404507	42.34643	2.344265	42.320469	2.404507	42.34643	2.404507	42.34643
R67	1.858083	42.388969	Urgell	1.858083	42.388969	1.858083	42.388969	1.858083	42.388969	1.858083	42.388969	1.858083	42.388969	1.858083	42.388969
R68	2.385177	42.212022	Girona	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285
R7	2.195042	42.201759	Vic	2.195042	42.201759	2.365457	42.312888	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R70	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R78	2.010362	42.153805	Solsona	1.825682	42.10585	2.195042	42.201759	1.825682	42.10585	1.825682	42.10585	2.195042	42.201759	2.195042	42.201759
R8	2.385177	42.212022	Girona	2.575312	42.222285	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285	2.195042	42.201759	2.195042	42.201759
R80	2.010362	42.153805	Solsona	1.825682	42.10585	2.195042	42.201759	1.825682	42.10585	1.825682	42.10585	2.195042	42.201759	2.195042	42.201759
R81	2.102702	42.177782	Vic	1.825682	42.10585	2.195042	42.201759	1.825682	42.10585	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R83	2.290109	42.206891	Vic	2.575312	42.222285	2.195042	42.201759	2.575312	42.222285	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R84	2.212684	42.135942	Vic	2.195042	42.201759	2.195042	42.201759	2.26561	41.93849	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R85	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R89	2.480244	42.217153	Girona	2.195042	42.201759	2.575312	42.222285	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285	2.575312	42.222285
R9	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R90	2.195042	42.201759	Vic	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759	2.195042	42.201759
R94	2.026562	42.295364	Solsona	1.858083	42.388969	2.195042	42.201759	1.858083	42.388969	1.858083	42.388969	2.195042	42.201759	2.195042	42.201759
R95	2.385177	42.212022	Girona	2.195042	42.201759	2.575312	42.222285	2.195042	42.201759	2.195042	42.201759	2.575312	42.222285	2.575312	42.222285
S1	2.303109	42.195583	Vic	2.303109	42.195583	2.303109	42.195583	2.303109	42.195583	2.303109	42.195583	2.303109	42.195583	2.303109	42.195583
S100	1.432341	42.356241	Urgell	1.415489	42.331472	1.415489	42.331472	1.415489	42.331472	1.415489	42.331472	1.482897	42.430546	1.415489	42.331472
S102	1.87578	42.398385	Urgell	1.858083	42.388969	1.858083	42.388969	1.928871	42.426632	1.858083	42.388969	1.858083	42.388969	1.858083	42.388969
S104	1.435781	42.033288	Solsona	1.9	41.8167	1.9	41.8167	1.9	41.8167	1.9	41.8167	0.971562	42.249876	0.971562	42.249876
S105	1.434212	42.254232	Urgell	1.48065	42.233438	1.48065	42.233438	1.361619	42.278881	1.48065	42.233438	1.413929	42.27117	1.48065	42.233438
S106	1.342821	42.292328	Urgell	1.193895	42.292176	1.461979	42.357709	1.234759	42.28599	1.193895	42.292176	1.461979	42.357709	1.48065	42.233438
S108	1.72623	42.406516	Urgell	1.695448	42.416054	1.695448	42.416054	1.695448	42.416054	1.695448	42.416054	1.695448	42.416054	1.818577	42.3779
S11	1.526961	42.350915	Urgell	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139	1.582964	42.350243
S110	0.971562	42.249876	Urgell	0.971562	42.249876	0.971562	42.249876	0.971562	42.249876	0.971562	42.249876	0.971562	42.249876	0.971562	42.249876
S115	1.323112	42.281298	Urgell	1.3333	42.3167	1.142709	42.277163	1.387672	42.23534	1.448973	42.277897	1.278229	42.313286	1.177573	42.298669
S116	1.444047	42.219161	Urgell	1.691332	42.134115	1.419857	42.181136	1.471948	42.248164	1.464525	42.266209	1.419857	42.181136	1.419857	42.181136
S117	1.646053	42.330653	Urgell	1.461979	42.357709	1.461979	42.357709	1.88551	42.372533	1.328864	42.2114	1.774535	42.370431	1.595302	42.36825
S118	1.388554	42.305177	Urgell	1.361619	42.278881	1.415489	42.331472	1.361619	42.278881	1.361619	42.278881	1.415489	42.331472	1.415489	42.331472
S119	1.640859	42.380711	Urgell	1.628073	42.362312	1.628073	42.362312	1.581723	42.387594	1.628073	42.362312	1.665646	42.381097	1.687992	42.391842
S120	1.360819	42.360674	Urgell	1.471927	42.328125	1.337195	42.368638	1.3288	42.350865	1.471655	42.327732	1.337195	42.368638	1.305626	42.395463
S122	1.731256	42.161868	Solsona	1.461979	42.357709	1.31469	42.065206	2.190826	42.201274	2.104818	42.315788	1.31469	42.065206	1.31469	42.065206
S123	1.109589	42.244303	Urgell	0.971562	42.249876	1.247617	42.23873	0.971562	42.249876	0.971562	42.249876	1.247617	42.23873	1.247617	42.23873
S124	1.508294	42.351139	Urgell	1.461979	42.357709	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139	1.508294	42.351139
S127	1.436568	42.317955	Urgell	1.5083	42.3417	1.342322	42.294118	1.5083	42.3417	1.553327	42.341883	1.342322	42.294118	1.342322	42.294118
S13	1.267624	42.057228	Urgell	1.267624	42.057228	1.267624	42.057228	1.267624	42.057228	1.267624	42.057228	1.267624	42.057228	1.267624	42.057228
S130	1.394045	42.320187	Urgell	1.382588	42.313004	1.382588	42.313004	1.382588	42.313004	1.428415	42.341737	1.382588	42.313004	1.382588	42.313004
S133	1.503774	42.461194	Urgell	1.461979	42.357709	1.786676	42.446299	1.088697	42.576555	1.353047	42.375624	1.786676	42.446299	1.786676	42.446299
S134	1.455904	42.359941	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S136	1.545554	42.29417	Urgell	1.695086	42.360065	1.461979	42.357709	1.66631	42.380595	1.695086	42.360065	1.340169	42.20258	1.48065	42.233438
S137	1.564203	42.383662	Urgell	1.456609	42.379169	1.665646	42.381097	1.467793	42.378239	1.462949	42.42859	1.662725	42.320213	1.663345	42.407607
S139	1.398926	42.381405	Urgell	1.461979	42.357709	1.461979	42.357709	1.419387	42.368049	1.129864	42.411166	1.523227	42.373203	1.523227	42.373203
S14	1.625968	42.32613	Urgell	1.461979	42.357709	1.619212	42.371269	1.605123	42.324984	1.660325	42.237	1.619212	42.371269	1.619212	42.371269
S140	1.086727	42.608302	Urgell	1.079689	42.651975	1.079689	42.651975	1.098703	42.452196	1.0833	42.65	1.079689	42.651975	1.085217	42.679035
S144	1.37237	42.347799	Urgell	1.444043	42.354828	1.461979	42.357709	1.382588	42.313004	1.400796	42.326946	1.353047	42.375624	1.353047	42.375624
S146	1.455904	42.359941	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S147	1.259858	42.319833	Urgell	1.446245	42.191403	1.072946	42.451405	1.446245	42.191403	1.446245	42.191403	1.073996	42.445121	1.072946	42.451405
S148	1.397242	42.349371	Urgell	1.342322	42.294118	1.428415	42.341737	1.342322	42.294118	1.455904	42.359941	1.428415	42.341737	1.362325	42.40169
S149	1.455904	42.359941	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S15	1.455904	42.359941	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S150	1.926018	42.288107	Solsona	1.455904	42.359941	2.195042	42.201759	1.455904	42.359941	1.858083	42.388969	2.195042	42.201759	2.195042	42.201759
S151	1.769447	42.340019	Urgell	1.628073	42.362312	1.662725	42.320213	1.619212	42.371269	1.628073	42.362312	2.167777	42.306283	1.662725	42.320213
S153	1.650512	42.35272	Urgell	1.85208	42.350171	1.461979	42.357709	1.85208	42.350171	1.826009	42.345293	1.461979	42.357709	1.461979	42.357709
S154	1.353518	42.300126	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.046361	42.12068
S156	1.455904	42.359941	Urgell	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941	1.455904	42.359941
S159	1.51571	42.352484	Urgell	1.461979	42.357709	1.508294	42.351139	1.584271	42.34995	1.461979	42.357709	1.508294	42.351139	1.508294	42.351139
S160	1.440128	42.31569	Urgell	1.343826	42.412051	1.508294	42.351139	1.337195	42.368638	1.324652	42.406459	1.508294	42.351139	1.59037	42.136525
S17	1.433898	42.239993	Urgell	1.461979	42.357709	1.461979	42.357709	1.419857	42.181136	1.419857	42.181136	-0.408423	42.140627	1.461979	42.357709
S18	1.332167	42.423636	Urgell	1.447155	42.435561	1.382588	42.313004	1.447155	42.435561	1.225994	42.449574	1.272929	42.496405	1.382588	42.313004
S19	1.389718	42.301757	Urgell	1.400796	42.326946	1.428415	42.341737	1.400796	42.326946	1.328864	42.2114	1.428415	42.341737	1.400796	42.326946
S2	1.373375	42.381112	Urgell	1.444043	42.354828	1.353047	42.375624	1.444043	42.354828	1.444043	42.354828	1.268219	42.446155	1.337195	42.368638
S20	1.200031	42.292253	Urgell	1.193895	42.292176	1.193895	42.292176	1.193895	42.292176	1.177573	42.298669	1.193895	42.292176	1.234759	42.28599
S22	1.787549	42.320273	Urgell	1.774535	42.370431	1.792641	42.416679	1.774535	42.370431	1.844025	42.103289	1.765819	42.403685	1.765819	42.403685
S24	1.485744	42.347006	Urgell	1.415489	42.331472	1.582964	42.350243	1.444043	42.354828	1.444043	42.354828	1.582964	42.350243	1.471927	42.328125
S26	1.352228	42.366094	Urgell	1.461979	42.357709	1.278229	42.313286	1.461979	42.357709	1.441211	42.444847	1.278229	42.313286	1.227491	42.348536
S27	1.358567	42.269368	Urgell	1.455904	42.359941	1.328864	42.2114	1.387672	42.23534	1.335142	42.317728	1.328864	42.2114	1.382588	42.313004
